policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,11,deny_819e563d,True,40.0,50,30,Deny,['dynamodb:PutItem'],['arn:aws:s3:::my-bucket/document.txt']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,12,deny_a9c06156,True,40.0,50,30,Deny,['ec2:RunInstances'],"['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,13,deny_99b4dc76,True,40.0,50,30,Deny,['lambda:InvokeFunction'],"['arn:aws:sagemaker:::notebook-instance/data/file.json', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,14,deny_d0845841,True,40.0,50,30,Deny,['glue:GetTable'],"['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:sagemaker:::notebook-instance/data/file.json']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,15,deny_7bd9de5b,True,40.0,50,30,Deny,['glue:GetTable'],['arn:aws:sagemaker:::notebook-instance/data/file.json']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,16,deny_83cb785c,True,40.0,50,30,Deny,['glue:GetTable'],['arn:aws:sagemaker:::notebook-instance/temp/upload.tmp']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,17,deny_4ff84c12,True,40.0,50,30,Deny,['sagemaker:StopNotebookInstance'],['forbidden-arn:aws:sagemaker:::notebook-instance/*-specific']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,18,deny_884dc080,True,40.0,50,30,Deny,"['sagemaker:CreatePresignedDomainUrl', 'sagemaker:CreatePresignedNotebookInstanceUrl']",['arn:aws:sagemaker:::notebook-instance/*-forbidden-resource']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,19,deny_bcb151b5,True,40.0,50,30,Deny,['sagemaker:ListTags'],['arn:aws:iam::123456789012:role/admin-role']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,20,deny_3e7e4630,True,40.0,50,30,Deny,['dynamodb:PutItem'],['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,21,deny_2a683582,True,40.0,50,30,Deny,['sagemaker:DeleteNotebookInstance'],['arn:aws:iam::123456789012:role/admin-role']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,22,deny_89bb5023,True,40.0,50,30,Deny,['sagemaker:StartNotebookInstance'],['forbidden-arn:aws:sagemaker:::notebook-instance/*-specific']
