policy_idx,iteration,iteration_type,request_id,action,resource,expected,actual
1,0,baseline,allow_8f7f3575,sagemaker:CreatePresignedNotebookInstanceUrl,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
1,0,baseline,allow_32a011e1,sagemaker:CreatePresignedNotebookInstanceUrl,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
1,0,baseline,allow_32a011e1,sagemaker:UpdateNotebookInstance,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
1,0,baseline,deny_2e16213c,sagemaker:ListTags,unauthorized/arn:aws:sagemaker:::notebook-instance/*/file.txt,deny,allow
1,0,baseline,deny_f52dfb8f,sagemaker:StopNotebookInstance,arn:aws:sagemaker:::notebook-instance/*-forbidden-resource,deny,allow
1,0,baseline,deny_e9807ee6,glue:CreateScript,arn:aws:s3:::forbidden-bucket/document.txt,deny,allow
2,0,baseline,deny_53342cd3,ec2:RunInstances,arn:aws:kms:us-east-1:123456789012:key/forbidden-key,deny,allow
2,0,baseline,allow_96f2013a,ec2:DescribeInstances,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
2,0,baseline,allow_96f2013a,ec2:DescribeInstances,arn:aws:s3:::my-bucket/document.txt,allow,deny
2,0,baseline,deny_d2bb0251,ec2:DescribeInstances,arn:aws:kms:us-east-1:123456789012:key/forbidden-key,deny,allow
2,0,baseline,deny_d2bb0251,ec2:TerminateInstances,arn:aws:kms:us-east-1:123456789012:key/forbidden-key,deny,allow
2,0,baseline,deny_7611d1d9,ec2:DescribeInstances,arn:aws:s3:::forbidden-bucket/document.txt,deny,allow
2,0,baseline,allow_a418da9c,ec2:TerminateInstances,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
2,0,baseline,allow_a418da9c,ec2:TerminateInstances,arn:aws:s3:::my-bucket/document.txt,allow,deny
2,0,baseline,allow_a418da9c,ec2:DescribeInstances,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
2,0,baseline,allow_a418da9c,ec2:DescribeInstances,arn:aws:s3:::my-bucket/document.txt,allow,deny
2,0,baseline,deny_702ebdb6,ec2:CreateSecurityGroup,arn:aws:kms:us-east-1:123456789012:key/forbidden-key,deny,allow
3,0,baseline,deny_cf7b00e0,s3:ListBucketVersions,arn:aws:s3:::forbidden-bucket/document.txt,deny,allow
3,0,baseline,deny_ca8803ae,iam:CreatePolicy,arn:aws:iam::123456789012:role/admin-role,deny,allow
3,0,baseline,deny_ca8803ae,iot:DescribeJobExecution,arn:aws:iam::123456789012:role/admin-role,deny,allow
3,0,baseline,allow_7ef8e1a7,s3:ListMultipartUploadParts,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
3,0,baseline,allow_7ef8e1a7,s3:ListMultipartUploadParts,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
3,0,baseline,allow_161fe1c2,iot:GetPolicy,arn:aws:s3:::my-bucket/document.txt,allow,deny
3,0,baseline,allow_161fe1c2,iot:GetPolicy,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
3,0,baseline,allow_161fe1c2,iot:DeleteThingGroup,arn:aws:s3:::my-bucket/document.txt,allow,deny
3,0,baseline,allow_161fe1c2,iot:DeleteThingGroup,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
3,0,baseline,allow_161fe1c2,iot:UpdateThingShadow,arn:aws:s3:::my-bucket/document.txt,allow,deny
3,0,baseline,allow_161fe1c2,iot:UpdateThingShadow,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
3,0,baseline,allow_4ced7f89,iot:CreateThing,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
3,0,baseline,allow_4ced7f89,iot:CreateThing,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
3,0,baseline,deny_e67c806b,iot:CreateThing,arn:aws:iam::123456789012:role/admin-role,deny,allow
4,0,baseline,allow_27307e14,s3:DeleteBucket,arn:aws:s3:::data123,allow,deny
4,0,baseline,allow_27307e14,s3:DeleteBucket,arn:aws:s3:::file1,allow,deny
4,0,baseline,allow_bdb40595,s3:PutObject,arn:aws:s3:::file1,allow,deny
4,0,baseline,allow_bdb40595,s3:PutObject,arn:aws:s3:::*/temp/upload.tmp,allow,deny
4,0,baseline,allow_bdb40595,s3:DeleteBucket,arn:aws:s3:::file1,allow,deny
4,0,baseline,allow_bdb40595,s3:DeleteBucket,arn:aws:s3:::*/temp/upload.tmp,allow,deny
4,0,baseline,allow_bdb40595,s3:ListBucket,arn:aws:s3:::file1,allow,deny
4,0,baseline,allow_bdb40595,s3:ListBucket,arn:aws:s3:::*/temp/upload.tmp,allow,deny
4,0,baseline,allow_2b7a6de5,s3:DeleteObject,arn:aws:s3:::file1,allow,deny
4,0,baseline,deny_a265934a,s3:GetBucketLocation,arn:aws:s3:::completely-different-bucket/file.txt,deny,allow
4,0,baseline,deny_a265934a,s3:CreateBucket,arn:aws:s3:::completely-different-bucket/file.txt,deny,allow
4,0,baseline,deny_a265934a,s3:PutBucketPolicy,arn:aws:s3:::completely-different-bucket/file.txt,deny,allow
4,0,baseline,allow_cd44d4f2,s3:GetBucketAcl,arn:aws:s3:::*/data/file.json,allow,deny
5,0,baseline,allow_76407ea7,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},allow,deny
5,0,baseline,allow_073faf3b,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},allow,deny
5,0,baseline,allow_a7a75d76,sts:TagSession,arn:aws:iam::{account id}:role/{role name},allow,deny
5,0,baseline,allow_a7a75d76,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},allow,deny
6,0,baseline,allow_a43b3cec,s3:DeleteBucket,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
6,0,baseline,allow_a43b3cec,s3:DeleteBucket,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_a43b3cec,iot-device-tester:LatestIdt,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
6,0,baseline,allow_a43b3cec,iot-device-tester:LatestIdt,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_03490c90,s3:GetBucketLocation,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
6,0,baseline,allow_c742e3f1,iot:CreateKeysAndCertificate,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_c742e3f1,iot:CreateKeysAndCertificate,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
6,0,baseline,allow_c742e3f1,iot:CancelJob,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_c742e3f1,iot:CancelJob,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
6,0,baseline,allow_c742e3f1,s3:ListBucketVersions,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_c742e3f1,s3:ListBucketVersions,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
6,0,baseline,allow_50eef2fc,iot:CreateRoleAlias,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_69f6bc5d,iot-device-tester:LatestIdt,arn:aws:s3:::my-bucket/document.txt,allow,deny
6,0,baseline,allow_69f6bc5d,iot-device-tester:LatestIdt,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
6,0,baseline,allow_0b4bd9a1,iot:DescribeCertificate,arn:aws:s3:::my-bucket/document.txt,allow,deny
7,0,baseline,allow_a61e99d7,s3:CreateBucket,arn:aws:s3:::bucket,allow,deny
7,0,baseline,allow_a61e99d7,s3:CreateBucket,arn:aws:s3:::bucket/temp/upload.tmp,allow,deny
8,0,baseline,allow_53db5e5e,s3:GetBucketLocation,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
8,0,baseline,allow_312f8eb0,s3:CreateBucket,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
8,0,baseline,allow_312f8eb0,s3:CreateBucket,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
8,0,baseline,allow_822a3d71,s3:DeleteObject,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
8,0,baseline,allow_822a3d71,s3:ListBucket,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
8,0,baseline,allow_822a3d71,s3:CreateBucket,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
8,0,baseline,allow_b6af23a1,s3:GetObject,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
8,0,baseline,allow_b6af23a1,s3:GetObject,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
9,0,baseline,allow_e92ad4af,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
9,0,baseline,allow_39c1e18c,kms:ScheduleKeyDeletion,arn:aws:s3:::my-bucket/document.txt,allow,deny
9,0,baseline,allow_39c1e18c,kms:ScheduleKeyDeletion,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
9,0,baseline,allow_39c1e18c,kms:ScheduleKeyDeletion,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,allow,deny
9,0,baseline,allow_438ac482,kms:DeleteAlias,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow,deny
