policy_idx,validation_type,accuracy,total_requests,correct,incorrect,misclassified_allow_to_deny,misclassified_deny_to_allow,output_file,iteration,policy_file,structure_validation_passed,error
7,repair,0.0,,,,,,,5.0,,False,"Failed to parse JSON even after fixes. Original error: Expecting ',' delimiter: line 884 column 6 (char 21303). Fixed JSON: {
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Sid"": ""allow_16f34570"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/data/file.json"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_8636455d"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_73432679"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/logs/app.log""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_4e5b2849"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_c10d578d"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket/logs/app.log""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    },
    {
      ""Sid"": ""allow_69e241c8"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/data/file.json"",
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/document.txt""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    },
    {
      ""Sid"": ""allow_29a501b9"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":CreateBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/logs/app.log"",
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_0eff1cfc"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_ada4cbab"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_fa164656"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_f8fc6856"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":PutBucketPolicy"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_cb4a27e2"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-east-1""
        }
      }
    },
    {
      ""Sid"": ""allow_5496ef6f"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    },
    {
      ""Sid"": ""allow_11cb27d9"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketAcl"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/data/file.json"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_2b15f53f"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/data/file.json"",
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_5b8632c7"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_505db97b"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketAcl"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""DateLessThan"": {
          """"aws"":CurrentTime"": ""2025-12-""31T23"":""59"":59Z""
        }
      }
    },
    {
      ""Sid"": ""allow_e18aee46"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketAcl"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_225820f4"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteObject"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/logs/app.log"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_024c3b67"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/document.txt"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_aad94e2e"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket/logs/app.log""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""allow_81d1af52"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":PutBucketPolicy"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/logs/app.log"",
        """"arn"":""aws"":""s3"":::bucket/data/file.json""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_228895b3"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_a677dfe1"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/logs/app.log""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_44c56f39"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetObject"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/document.txt"",
        """"arn"":""aws"":""s3"":::bucket/logs/app.log""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""DateLessThan"": {
          """"aws"":CurrentTime"": ""2025-12-""31T23"":""59"":59Z""
        }
      }
    },
    {
      ""Sid"": ""allow_93411652"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetBucketAcl"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/logs/app.log"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_cad27173"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_cef63195"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""DateLessThan"": {
          """"aws"":CurrentTime"": ""2025-12-""31T23"":""59"":59Z""
        }
      }
    },
    {
      ""Sid"": ""allow_1eef984e"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket/document.txt""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-east-1""
        }
      }
    },
    {
      ""Sid"": ""allow_5193da1a"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/logs/app.log"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""DateLessThan"": {
          """"aws"":CurrentTime"": ""2025-12-""31T23"":""59"":59Z""
        }
      }
    },
    {
      ""Sid"": ""allow_ff65202a"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":PutBucketPolicy"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    },
    {
      ""Sid"": ""allow_e8481d0d"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":GetObject"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""allow_af755bea"",
      ""Effect"": ""Allow"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/data/file.json"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_09dba973"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":PutBucketPolicy"",
      ""Resource"": """"arn"":""aws"":""s3"":::completely-different-bucket/file.txt"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_ccca6562"",
      ""Effect"": ""Deny"",
      ""Action"": """"iam"":DeleteUser"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/document.txt""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringNotEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_e82bc5f5"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":ListBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/logs/app.log"",
        """"arn"":""aws"":""s3"":::bucket/data/file.json""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_afe43cec"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_bdc95f60"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":DeleteBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_c116460e"",
      ""Effect"": ""Deny"",
      ""Action"": """"ec2"":RunInstances"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""deny_6aef7d10"",
      ""Effect"": ""Deny"",
      ""Action"": """"ec2"":DescribeInstances"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/bob""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    },
    {
      ""Sid"": ""deny_fc6dbf90"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":GetBucketAcl"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_905e31c0"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":CreateBucket"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/document.txt""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_a4494c57"",
      ""Effect"": ""Deny"",
      ""Action"": """"iam"":CreateUser"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""DateGreaterThan"": {
          """"aws"":CurrentTime"": ""2024-01-""01T00"":""00"":00Z""
        }
      }
    },
    {
      ""Sid"": ""deny_8ff5d35b"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_a1a23186"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":DeleteObject"",
      ""Resource"": """"arn"":""aws"":""s3"":::different-bucket/file.txt"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""123456789012"":user/alice""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    },
    {
      ""Sid"": ""deny_125d70f1"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":DeleteObject"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_f9d6a96f"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":PutObject"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket/document.txt"",
        """"arn"":""aws"":""s3"":::bucket""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_0be3add9"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":CreateBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_93fc3581"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":GetBucketAcl"",
      ""Resource"": [
        """"arn"":""aws"":""s3"":::bucket"",
        """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp""
      ],
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_2d0ffa0b"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":GetBucketLocation"",
      ""Resource"": """"arn"":""aws"":""s3"":::bucket/temp/upload.tmp"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::${""aws"":PrincipalOrgID}:root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"s3"":prefix"": [
            ""home/${""aws"":userid}/"",
            ""home/${""aws"":username}""
          ]
        }
      }
    },
    {
      ""Sid"": ""deny_86b9adb4"",
      ""Effect"": ""Deny"",
      ""Action"": """"s3"":CreateBucket"",
      ""Resource"": """"arn"":""aws"":""s3"":::completely-different-bucket/file.txt"",
      ""Principal"": {
        ""AWS"": """"arn"":""aws"":""iam""::""999888777666"":root""
      },
      ""Condition"": {
        ""StringEquals"": {
          """"aws"":RequestedRegion"": ""us-west-2""
        }
      }
    }"
8,repair,73.3,90.0,66.0,24.0,24.0,0.0,,1.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_8_iter_1.json,True,
8,repair,73.3,90.0,66.0,24.0,24.0,0.0,,2.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_8_iter_2.json,True,
8,repair,73.3,90.0,66.0,24.0,24.0,0.0,,3.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_8_iter_3.json,True,
8,repair,73.3,90.0,66.0,24.0,24.0,0.0,,4.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_8_iter_4.json,True,
8,repair,73.3,90.0,66.0,24.0,24.0,0.0,,5.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_8_iter_5.json,True,
9,repair,92.2,90.0,83.0,7.0,7.0,0.0,,1.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_9_iter_1.json,True,
9,repair,92.2,90.0,83.0,7.0,7.0,0.0,,2.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_9_iter_2.json,True,
9,repair,92.2,90.0,83.0,7.0,7.0,0.0,,3.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_9_iter_3.json,True,
9,repair,92.2,90.0,83.0,7.0,7.0,0.0,,4.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_9_iter_4.json,True,
9,repair,92.2,90.0,83.0,7.0,7.0,0.0,,5.0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-90/policy_9_iter_5.json,True,
